# Wavenumber/cm**-1  Wavelength/nm        FC               HT              FCHT
   0.27015000E+05   0.37016526E+03   0.78276809E-04   0.71538826E-04   0.14981563E-03
   0.27020000E+05   0.37009676E+03   0.78398544E-04   0.71606328E-04   0.15000487E-03
   0.27025000E+05   0.37002829E+03   0.78520544E-04   0.71673949E-04   0.15019449E-03
   0.27030000E+05   0.36995984E+03   0.78642808E-04   0.71741690E-04   0.15038450E-03
   0.27035000E+05   0.36989142E+03   0.78765339E-04   0.71809551E-04   0.15057489E-03
   0.27040000E+05   0.36982302E+03   0.78888137E-04   0.71877532E-04   0.15076567E-03
   0.27045000E+05   0.36975465E+03   0.79011203E-04   0.71945634E-04   0.15095684E-03
   0.27050000E+05   0.36968631E+03   0.79134537E-04   0.72013856E-04   0.15114839E-03
   0.27055000E+05   0.36961798E+03   0.79258140E-04   0.72082200E-04   0.15134034E-03
   0.27060000E+05   0.36954969E+03   0.79382014E-04   0.72150665E-04   0.15153268E-03
   0.27065000E+05   0.36948142E+03   0.79506158E-04   0.72219252E-04   0.15172541E-03
   0.27070000E+05   0.36941317E+03   0.79630573E-04   0.72287961E-04   0.15191853E-03
   0.27075000E+05   0.36934495E+03   0.79755261E-04   0.72356793E-04   0.15211205E-03
   0.27080000E+05   0.36927676E+03   0.79880222E-04   0.72425747E-04   0.15230597E-03
   0.27085000E+05   0.36920859E+03   0.80005457E-04   0.72494824E-04   0.15250028E-03
   0.27090000E+05   0.36914044E+03   0.80130967E-04   0.72564024E-04   0.15269499E-03
   0.27095000E+05   0.36907232E+03   0.80256753E-04   0.72633348E-04   0.15289010E-03
   0.27100000E+05   0.36900423E+03   0.80382814E-04   0.72702797E-04   0.15308561E-03
   0.27105000E+05   0.36893616E+03   0.80509153E-04   0.72772369E-04   0.15328152E-03
   0.27110000E+05   0.36886811E+03   0.80635770E-04   0.72842066E-04   0.15347784E-03
   0.27115000E+05   0.36880009E+03   0.80762666E-04   0.72911888E-04   0.15367455E-03
   0.27120000E+05   0.36873210E+03   0.80889841E-04   0.72981835E-04   0.15387168E-03
   0.27125000E+05   0.36866413E+03   0.81017297E-04   0.73051907E-04   0.15406920E-03
   0.27130000E+05   0.36859619E+03   0.81145034E-04   0.73122106E-04   0.15426714E-03
   0.27135000E+05   0.36852827E+03   0.81273053E-04   0.73192431E-04   0.15446548E-03
   0.27140000E+05   0.36846037E+03   0.81401355E-04   0.73262882E-04   0.15466424E-03
   0.27145000E+05   0.36839251E+03   0.81529941E-04   0.73333460E-04   0.15486340E-03
   0.27150000E+05   0.36832466E+03   0.81658811E-04   0.73404165E-04   0.15506298E-03
   0.27155000E+05   0.36825684E+03   0.81787967E-04   0.73474998E-04   0.15526296E-03
   0.27160000E+05   0.36818905E+03   0.81917409E-04   0.73545959E-04   0.15546337E-03
   0.27165000E+05   0.36812128E+03   0.82047138E-04   0.73617047E-04   0.15566419E-03
   0.27170000E+05   0.36805354E+03   0.82177155E-04   0.73688265E-04   0.15586542E-03
   0.27175000E+05   0.36798582E+03   0.82307461E-04   0.73759611E-04   0.15606707E-03
   0.27180000E+05   0.36791812E+03   0.82438056E-04   0.73831086E-04   0.15626914E-03
   0.27185000E+05   0.36785045E+03   0.82568942E-04   0.73902691E-04   0.15647163E-03
   0.27190000E+05   0.36778281E+03   0.82700120E-04   0.73974425E-04   0.15667454E-03
   0.27195000E+05   0.36771519E+03   0.82831589E-04   0.74046290E-04   0.15687788E-03
   0.27200000E+05   0.36764759E+03   0.82963352E-04   0.74118285E-04   0.15708164E-03
   0.27205000E+05   0.36758002E+03   0.83095408E-04   0.74190411E-04   0.15728582E-03
   0.27210000E+05   0.36751248E+03   0.83227760E-04   0.74262668E-04   0.15749043E-03
   0.27215000E+05   0.36744496E+03   0.83360407E-04   0.74335057E-04   0.15769546E-03
   0.27220000E+05   0.36737746E+03   0.83493351E-04   0.74407577E-04   0.15790093E-03
   0.27225000E+05   0.36730999E+03   0.83626592E-04   0.74480230E-04   0.15810682E-03
   0.27230000E+05   0.36724255E+03   0.83760132E-04   0.74553015E-04   0.15831315E-03
   0.27235000E+05   0.36717513E+03   0.83893971E-04   0.74625934E-04   0.15851990E-03
   0.27240000E+05   0.36710773E+03   0.84028110E-04   0.74698985E-04   0.15872709E-03
   0.27245000E+05   0.36704036E+03   0.84162550E-04   0.74772170E-04   0.15893472E-03
   0.27250000E+05   0.36697301E+03   0.84297292E-04   0.74845489E-04   0.15914278E-03
   0.27255000E+05   0.36690569E+03   0.84432337E-04   0.74918942E-04   0.15935128E-03
   0.27260000E+05   0.36683839E+03   0.84567685E-04   0.74992530E-04   0.15956022E-03
   0.27265000E+05   0.36677112E+03   0.84703339E-04   0.75066252E-04   0.15976959E-03
   0.27270000E+05   0.36670387E+03   0.84839298E-04   0.75140111E-04   0.15997941E-03
   0.27275000E+05   0.36663665E+03   0.84975563E-04   0.75214104E-04   0.16018967E-03
   0.27280000E+05   0.36656945E+03   0.85112136E-04   0.75288234E-04   0.16040037E-03
   0.27285000E+05   0.36650227E+03   0.85249017E-04   0.75362500E-04   0.16061152E-03
   0.27290000E+05   0.36643513E+03   0.85386207E-04   0.75436903E-04   0.16082311E-03
   0.27295000E+05   0.36636800E+03   0.85523708E-04   0.75511443E-04   0.16103515E-03
   0.27300000E+05   0.36630090E+03   0.85661520E-04   0.75586121E-04   0.16124764E-03
   0.27305000E+05   0.36623382E+03   0.85799643E-04   0.75660936E-04   0.16146058E-03
   0.27310000E+05   0.36616677E+03   0.85938080E-04   0.75735890E-04   0.16167397E-03
   0.27315000E+05   0.36609975E+03   0.86076831E-04   0.75810982E-04   0.16188781E-03
   0.27320000E+05   0.36603274E+03   0.86215897E-04   0.75886213E-04   0.16210211E-03
   0.27325000E+05   0.36596577E+03   0.86355278E-04   0.75961583E-04   0.16231686E-03
   0.27330000E+05   0.36589881E+03   0.86494977E-04   0.76037093E-04   0.16253207E-03
   0.27335000E+05   0.36583188E+03   0.86634993E-04   0.76112743E-04   0.16274774E-03
   0.27340000E+05   0.36576498E+03   0.86775328E-04   0.76188533E-04   0.16296386E-03
   0.27345000E+05   0.36569810E+03   0.86915982E-04   0.76264464E-04   0.16318045E-03
   0.27350000E+05   0.36563125E+03   0.87056957E-04   0.76340536E-04   0.16339749E-03
   0.27355000E+05   0.36556442E+03   0.87198254E-04   0.76416750E-04   0.16361500E-03
   0.27360000E+05   0.36549761E+03   0.87339874E-04   0.76493106E-04   0.16383298E-03
   0.27365000E+05   0.36543083E+03   0.87481817E-04   0.76569604E-04   0.16405142E-03
   0.27370000E+05   0.36536407E+03   0.87624085E-04   0.76646244E-04   0.16427033E-03
   0.27375000E+05   0.36529734E+03   0.87766678E-04   0.76723028E-04   0.16448971E-03
   0.27380000E+05   0.36523063E+03   0.87909598E-04   0.76799954E-04   0.16470955E-03
   0.27385000E+05   0.36516394E+03   0.88052845E-04   0.76877025E-04   0.16492987E-03
   0.27390000E+05   0.36509728E+03   0.88196421E-04   0.76954240E-04   0.16515066E-03
   0.27395000E+05   0.36503065E+03   0.88340327E-04   0.77031599E-04   0.16537193E-03
   0.27400000E+05   0.36496404E+03   0.88484563E-04   0.77109103E-04   0.16559367E-03
   0.27405000E+05   0.36489745E+03   0.88629131E-04   0.77186753E-04   0.16581588E-03
   0.27410000E+05   0.36483089E+03   0.88774031E-04   0.77264548E-04   0.16603858E-03
   0.27415000E+05   0.36476435E+03   0.88919265E-04   0.77342489E-04   0.16626175E-03
   0.27420000E+05   0.36469783E+03   0.89064834E-04   0.77420577E-04   0.16648541E-03
   0.27425000E+05   0.36463134E+03   0.89210738E-04   0.77498812E-04   0.16670955E-03
   0.27430000E+05   0.36456488E+03   0.89356979E-04   0.77577194E-04   0.16693417E-03
   0.27435000E+05   0.36449844E+03   0.89503558E-04   0.77655723E-04   0.16715928E-03
   0.27440000E+05   0.36443202E+03   0.89650476E-04   0.77734401E-04   0.16738488E-03
   0.27445000E+05   0.36436562E+03   0.89797733E-04   0.77813227E-04   0.16761096E-03
   0.27450000E+05   0.36429926E+03   0.89945332E-04   0.77892201E-04   0.16783753E-03
   0.27455000E+05   0.36423291E+03   0.90093272E-04   0.77971326E-04   0.16806460E-03
   0.27460000E+05   0.36416659E+03   0.90241555E-04   0.78050599E-04   0.16829215E-03
   0.27465000E+05   0.36410029E+03   0.90390183E-04   0.78130023E-04   0.16852021E-03
   0.27470000E+05   0.36403402E+03   0.90539155E-04   0.78209597E-04   0.16874875E-03
   0.27475000E+05   0.36396777E+03   0.90688474E-04   0.78289322E-04   0.16897780E-03
   0.27480000E+05   0.36390155E+03   0.90838140E-04   0.78369198E-04   0.16920734E-03
   0.27485000E+05   0.36383535E+03   0.90988154E-04   0.78449226E-04   0.16943738E-03
   0.27490000E+05   0.36376917E+03   0.91138518E-04   0.78529406E-04   0.16966792E-03
   0.27495000E+05   0.36370302E+03   0.91289232E-04   0.78609739E-04   0.16989897E-03
   0.27500000E+05   0.36363689E+03   0.91440298E-04   0.78690224E-04   0.17013052E-03
   0.27505000E+05   0.36357079E+03   0.91591717E-04   0.78770862E-04   0.17036258E-03
   0.27510000E+05   0.36350471E+03   0.91743489E-04   0.78851655E-04   0.17059514E-03
   0.27515000E+05   0.36343865E+03   0.91895616E-04   0.78932601E-04   0.17082822E-03
   0.27520000E+05   0.36337262E+03   0.92048100E-04   0.79013702E-04   0.17106180E-03
   0.27525000E+05   0.36330661E+03   0.92200940E-04   0.79094958E-04   0.17129590E-03
   0.27530000E+05   0.36324063E+03   0.92354138E-04   0.79176369E-04   0.17153051E-03
   0.27535000E+05   0.36317467E+03   0.92507696E-04   0.79257936E-04   0.17176563E-03
   0.27540000E+05   0.36310874E+03   0.92661615E-04   0.79339660E-04   0.17200127E-03
   0.27545000E+05   0.36304282E+03   0.92815895E-04   0.79421540E-04   0.17223743E-03
   0.27550000E+05   0.36297694E+03   0.92970538E-04   0.79503577E-04   0.17247411E-03
   0.27555000E+05   0.36291107E+03   0.93125544E-04   0.79585771E-04   0.17271132E-03
   0.27560000E+05   0.36284523E+03   0.93280916E-04   0.79668124E-04   0.17294904E-03
   0.27565000E+05   0.36277941E+03   0.93436654E-04   0.79750635E-04   0.17318729E-03
   0.27570000E+05   0.36271362E+03   0.93592759E-04   0.79833304E-04   0.17342606E-03
   0.27575000E+05   0.36264785E+03   0.93749232E-04   0.79916133E-04   0.17366537E-03
   0.27580000E+05   0.36258211E+03   0.93906076E-04   0.79999122E-04   0.17390520E-03
   0.27585000E+05   0.36251639E+03   0.94063290E-04   0.80082270E-04   0.17414556E-03
   0.27590000E+05   0.36245069E+03   0.94220876E-04   0.80165579E-04   0.17438646E-03
   0.27595000E+05   0.36238502E+03   0.94378835E-04   0.80249050E-04   0.17462788E-03
   0.27600000E+05   0.36231937E+03   0.94537168E-04   0.80332681E-04   0.17486985E-03
   0.27605000E+05   0.36225374E+03   0.94695877E-04   0.80416474E-04   0.17511235E-03
   0.27610000E+05   0.36218814E+03   0.94854963E-04   0.80500430E-04   0.17535539E-03
   0.27615000E+05   0.36212256E+03   0.95014427E-04   0.80584548E-04   0.17559898E-03
   0.27620000E+05   0.36205701E+03   0.95174269E-04   0.80668830E-04   0.17584310E-03
   0.27625000E+05   0.36199148E+03   0.95334492E-04   0.80753275E-04   0.17608777E-03
   0.27630000E+05   0.36192597E+03   0.95495097E-04   0.80837885E-04   0.17633298E-03
   0.27635000E+05   0.36186049E+03   0.95656084E-04   0.80922658E-04   0.17657874E-03
   0.27640000E+05   0.36179503E+03   0.95817455E-04   0.81007597E-04   0.17682505E-03
   0.27645000E+05   0.36172959E+03   0.95979211E-04   0.81092702E-04   0.17707191E-03
   0.27650000E+05   0.36166418E+03   0.96141354E-04   0.81177972E-04   0.17731933E-03
   0.27655000E+05   0.36159879E+03   0.96303884E-04   0.81263408E-04   0.17756729E-03
   0.27660000E+05   0.36153343E+03   0.96466804E-04   0.81349012E-04   0.17781582E-03
   0.27665000E+05   0.36146809E+03   0.96630113E-04   0.81434782E-04   0.17806490E-03
   0.27670000E+05   0.36140277E+03   0.96793813E-04   0.81520721E-04   0.17831453E-03
   0.27675000E+05   0.36133747E+03   0.96957907E-04   0.81606827E-04   0.17856473E-03
   0.27680000E+05   0.36127220E+03   0.97122394E-04   0.81693102E-04   0.17881550E-03
   0.27685000E+05   0.36120696E+03   0.97287276E-04   0.81779547E-04   0.17906682E-03
   0.27690000E+05   0.36114173E+03   0.97452554E-04   0.81866161E-04   0.17931872E-03
   0.27695000E+05   0.36107653E+03   0.97618231E-04   0.81952945E-04   0.17957118E-03
   0.27700000E+05   0.36101136E+03   0.97784306E-04   0.82039899E-04   0.17982421E-03
   0.27705000E+05   0.36094620E+03   0.97950781E-04   0.82127025E-04   0.18007781E-03
   0.27710000E+05   0.36088107E+03   0.98117658E-04   0.82214322E-04   0.18033198E-03
   0.27715000E+05   0.36081597E+03   0.98284938E-04   0.82301791E-04   0.18058673E-03
   0.27720000E+05   0.36075089E+03   0.98452621E-04   0.82389433E-04   0.18084205E-03
   0.27725000E+05   0.36068583E+03   0.98620710E-04   0.82477247E-04   0.18109796E-03
   0.27730000E+05   0.36062079E+03   0.98789206E-04   0.82565235E-04   0.18135444E-03
   0.27735000E+05   0.36055578E+03   0.98958110E-04   0.82653397E-04   0.18161151E-03
   0.27740000E+05   0.36049079E+03   0.99127424E-04   0.82741733E-04   0.18186916E-03
   0.27745000E+05   0.36042583E+03   0.99297148E-04   0.82830244E-04   0.18212739E-03
   0.27750000E+05   0.36036089E+03   0.99467283E-04   0.82918931E-04   0.18238621E-03
   0.27755000E+05   0.36029597E+03   0.99637833E-04   0.83007793E-04   0.18264563E-03
   0.27760000E+05   0.36023107E+03   0.99808797E-04   0.83096831E-04   0.18290563E-03
   0.27765000E+05   0.36016620E+03   0.99980177E-04   0.83186047E-04   0.18316622E-03
   0.27770000E+05   0.36010135E+03   0.10015197E-03   0.83275440E-04   0.18342741E-03
   0.27775000E+05   0.36003653E+03   0.10032419E-03   0.83365010E-04   0.18368920E-03
   0.27780000E+05   0.35997173E+03   0.10049683E-03   0.83454759E-04   0.18395159E-03
   0.27785000E+05   0.35990695E+03   0.10066988E-03   0.83544687E-04   0.18421457E-03
   0.27790000E+05   0.35984219E+03   0.10084336E-03   0.83634794E-04   0.18447816E-03
   0.27795000E+05   0.35977746E+03   0.10101727E-03   0.83725081E-04   0.18474235E-03
   0.27800000E+05   0.35971275E+03   0.10119160E-03   0.83815548E-04   0.18500715E-03
   0.27805000E+05   0.35964807E+03   0.10136636E-03   0.83906197E-04   0.18527255E-03
   0.27810000E+05   0.35958341E+03   0.10154154E-03   0.83997026E-04   0.18553857E-03
   0.27815000E+05   0.35951877E+03   0.10171716E-03   0.84088038E-04   0.18580520E-03
   0.27820000E+05   0.35945415E+03   0.10189321E-03   0.84179231E-04   0.18607244E-03
   0.27825000E+05   0.35938956E+03   0.10206969E-03   0.84270608E-04   0.18634029E-03
   0.27830000E+05   0.35932499E+03   0.10224660E-03   0.84362168E-04   0.18660877E-03
   0.27835000E+05   0.35926045E+03   0.10242395E-03   0.84453912E-04   0.18687786E-03
   0.27840000E+05   0.35919593E+03   0.10260173E-03   0.84545841E-04   0.18714758E-03
   0.27845000E+05   0.35913143E+03   0.10277996E-03   0.84637954E-04   0.18741791E-03
   0.27850000E+05   0.35906695E+03   0.10295862E-03   0.84730253E-04   0.18768888E-03
   0.27855000E+05   0.35900250E+03   0.10313773E-03   0.84822739E-04   0.18796047E-03
   0.27860000E+05   0.35893807E+03   0.10331728E-03   0.84915410E-04   0.18823269E-03
   0.27865000E+05   0.35887366E+03   0.10349727E-03   0.85008269E-04   0.18850554E-03
   0.27870000E+05   0.35880928E+03   0.10367771E-03   0.85101316E-04   0.18877902E-03
   0.27875000E+05   0.35874492E+03   0.10385859E-03   0.85194550E-04   0.18905314E-03
   0.27880000E+05   0.35868058E+03   0.10403993E-03   0.85287973E-04   0.18932790E-03
   0.27885000E+05   0.35861627E+03   0.10422171E-03   0.85381586E-04   0.18960330E-03
   0.27890000E+05   0.35855197E+03   0.10440395E-03   0.85475388E-04   0.18987933E-03
   0.27895000E+05   0.35848771E+03   0.10458664E-03   0.85569381E-04   0.19015602E-03
   0.27900000E+05   0.35842346E+03   0.10476978E-03   0.85663564E-04   0.19043334E-03
   0.27905000E+05   0.35835924E+03   0.10495338E-03   0.85757939E-04   0.19071132E-03
   0.27910000E+05   0.35829504E+03   0.10513743E-03   0.85852506E-04   0.19098994E-03
   0.27915000E+05   0.35823086E+03   0.10532195E-03   0.85947266E-04   0.19126922E-03
   0.27920000E+05   0.35816671E+03   0.10550693E-03   0.86042218E-04   0.19154915E-03
   0.27925000E+05   0.35810258E+03   0.10569237E-03   0.86137364E-04   0.19182973E-03
   0.27930000E+05   0.35803847E+03   0.10587827E-03   0.86232705E-04   0.19211097E-03
   0.27935000E+05   0.35797439E+03   0.10606464E-03   0.86328240E-04   0.19239288E-03
   0.27940000E+05   0.35791033E+03   0.10625147E-03   0.86423970E-04   0.19267544E-03
   0.27945000E+05   0.35784629E+03   0.10643878E-03   0.86519896E-04   0.19295867E-03
   0.27950000E+05   0.35778227E+03   0.10662655E-03   0.86616019E-04   0.19324257E-03
   0.27955000E+05   0.35771828E+03   0.10681480E-03   0.86712339E-04   0.19352713E-03
   0.27960000E+05   0.35765431E+03   0.10700351E-03   0.86808856E-04   0.19381237E-03
   0.27965000E+05   0.35759037E+03   0.10719271E-03   0.86905571E-04   0.19409828E-03
   0.27970000E+05   0.35752644E+03   0.10738238E-03   0.87002485E-04   0.19438486E-03
   0.27975000E+05   0.35746254E+03   0.10757252E-03   0.87099599E-04   0.19467212E-03
   0.27980000E+05   0.35739866E+03   0.10776315E-03   0.87196912E-04   0.19496006E-03
   0.27985000E+05   0.35733481E+03   0.10795426E-03   0.87294425E-04   0.19524869E-03
   0.27990000E+05   0.35727097E+03   0.10814585E-03   0.87392140E-04   0.19553799E-03
   0.27995000E+05   0.35720716E+03   0.10833793E-03   0.87490056E-04   0.19582798E-03
   0.28000000E+05   0.35714338E+03   0.10853049E-03   0.87588175E-04   0.19611866E-03
   0.28005000E+05   0.35707961E+03   0.10872354E-03   0.87686496E-04   0.19641003E-03
   0.28010000E+05   0.35701587E+03   0.10891708E-03   0.87785021E-04   0.19670210E-03
   0.28015000E+05   0.35695215E+03   0.10911111E-03   0.87883749E-04   0.19699486E-03
   0.28020000E+05   0.35688846E+03   0.10930563E-03   0.87982682E-04   0.19728831E-03
   0.28025000E+05   0.35682478E+03   0.10950065E-03   0.88081820E-04   0.19758247E-03
   0.28030000E+05   0.35676113E+03   0.10969616E-03   0.88181164E-04   0.19787733E-03
   0.28035000E+05   0.35669751E+03   0.10989217E-03   0.88280715E-04   0.19817289E-03
   0.28040000E+05   0.35663390E+03   0.11008868E-03   0.88380472E-04   0.19846916E-03
   0.28045000E+05   0.35657032E+03   0.11028570E-03   0.88480437E-04   0.19876613E-03
   0.28050000E+05   0.35650676E+03   0.11048321E-03   0.88580610E-04   0.19906382E-03
   0.28055000E+05   0.35644322E+03   0.11068123E-03   0.88680992E-04   0.19936222E-03
   0.28060000E+05   0.35637971E+03   0.11087976E-03   0.88781583E-04   0.19966134E-03
   0.28065000E+05   0.35631621E+03   0.11107879E-03   0.88882384E-04   0.19996117E-03
   0.28070000E+05   0.35625275E+03   0.11127833E-03   0.88983396E-04   0.20026173E-03
   0.28075000E+05   0.35618930E+03   0.11147839E-03   0.89084619E-04   0.20056301E-03
   0.28080000E+05   0.35612588E+03   0.11167896E-03   0.89186053E-04   0.20086501E-03
   0.28085000E+05   0.35606247E+03   0.11188004E-03   0.89287701E-04   0.20116774E-03
   0.28090000E+05   0.35599909E+03   0.11208164E-03   0.89389561E-04   0.20147120E-03
   0.28095000E+05   0.35593574E+03   0.11228376E-03   0.89491635E-04   0.20177540E-03
   0.28100000E+05   0.35587240E+03   0.11248640E-03   0.89593924E-04   0.20208033E-03
   0.28105000E+05   0.35580909E+03   0.11268957E-03   0.89696428E-04   0.20238599E-03
   0.28110000E+05   0.35574580E+03   0.11289325E-03   0.89799147E-04   0.20269240E-03
   0.28115000E+05   0.35568254E+03   0.11309746E-03   0.89902082E-04   0.20299955E-03
   0.28120000E+05   0.35561929E+03   0.11330220E-03   0.90005234E-04   0.20330744E-03
   0.28125000E+05   0.35555607E+03   0.11350747E-03   0.90108604E-04   0.20361608E-03
   0.28130000E+05   0.35549287E+03   0.11371327E-03   0.90212192E-04   0.20392547E-03
   0.28135000E+05   0.35542970E+03   0.11391961E-03   0.90315999E-04   0.20423561E-03
   0.28140000E+05   0.35536654E+03   0.11412648E-03   0.90420026E-04   0.20454650E-03
   0.28145000E+05   0.35530341E+03   0.11433388E-03   0.90524272E-04   0.20485815E-03
   0.28150000E+05   0.35524030E+03   0.11454183E-03   0.90628740E-04   0.20517057E-03
   0.28155000E+05   0.35517722E+03   0.11475031E-03   0.90733429E-04   0.20548374E-03
   0.28160000E+05   0.35511415E+03   0.11495934E-03   0.90838340E-04   0.20579768E-03
   0.28165000E+05   0.35505111E+03   0.11516891E-03   0.90943473E-04   0.20611239E-03
   0.28170000E+05   0.35498809E+03   0.11537903E-03   0.91048830E-04   0.20642786E-03
   0.28175000E+05   0.35492510E+03   0.11558970E-03   0.91154412E-04   0.20674411E-03
   0.28180000E+05   0.35486212E+03   0.11580091E-03   0.91260218E-04   0.20706113E-03
   0.28185000E+05   0.35479917E+03   0.11601268E-03   0.91366249E-04   0.20737893E-03
   0.28190000E+05   0.35473624E+03   0.11622501E-03   0.91472507E-04   0.20769751E-03
   0.28195000E+05   0.35467333E+03   0.11643789E-03   0.91578991E-04   0.20801688E-03
   0.28200000E+05   0.35461045E+03   0.11665132E-03   0.91685703E-04   0.20833703E-03
   0.28205000E+05   0.35454758E+03   0.11686532E-03   0.91792644E-04   0.20865796E-03
   0.28210000E+05   0.35448474E+03   0.11707988E-03   0.91899812E-04   0.20897969E-03
   0.28215000E+05   0.35442192E+03   0.11729500E-03   0.92007211E-04   0.20930221E-03
   0.28220000E+05   0.35435913E+03   0.11751069E-03   0.92114840E-04   0.20962553E-03
   0.28225000E+05   0.35429635E+03   0.11772694E-03   0.92222699E-04   0.20994964E-03
   0.28230000E+05   0.35423360E+03   0.11794377E-03   0.92330791E-04   0.21027456E-03
   0.28235000E+05   0.35417087E+03   0.11816117E-03   0.92439114E-04   0.21060028E-03
   0.28240000E+05   0.35410816E+03   0.11837914E-03   0.92547671E-04   0.21092681E-03
   0.28245000E+05   0.35404548E+03   0.11859769E-03   0.92656461E-04   0.21125415E-03
   0.28250000E+05   0.35398282E+03   0.11881681E-03   0.92765486E-04   0.21158230E-03
   0.28255000E+05   0.35392018E+03   0.11903652E-03   0.92874746E-04   0.21191126E-03
   0.28260000E+05   0.35385756E+03   0.11925681E-03   0.92984242E-04   0.21224105E-03
   0.28265000E+05   0.35379496E+03   0.11947768E-03   0.93093974E-04   0.21257165E-03
   0.28270000E+05   0.35373239E+03   0.11969913E-03   0.93203943E-04   0.21290308E-03
   0.28275000E+05   0.35366983E+03   0.11992118E-03   0.93314151E-04   0.21323533E-03
   0.28280000E+05   0.35360730E+03   0.12014382E-03   0.93424597E-04   0.21356841E-03
   0.28285000E+05   0.35354480E+03   0.12036705E-03   0.93535283E-04   0.21390233E-03
   0.28290000E+05   0.35348231E+03   0.12059087E-03   0.93646209E-04   0.21423708E-03
   0.28295000E+05   0.35341985E+03   0.12081529E-03   0.93757376E-04   0.21457266E-03
   0.28300000E+05   0.35335741E+03   0.12104031E-03   0.93868784E-04   0.21490909E-03
   0.28305000E+05   0.35329499E+03   0.12126593E-03   0.93980435E-04   0.21524636E-03
   0.28310000E+05   0.35323259E+03   0.12149215E-03   0.94092329E-04   0.21558448E-03
   0.28315000E+05   0.35317021E+03   0.12171898E-03   0.94204467E-04   0.21592345E-03
   0.28320000E+05   0.35310786E+03   0.12194641E-03   0.94316849E-04   0.21626326E-03
   0.28325000E+05   0.35304553E+03   0.12217446E-03   0.94429477E-04   0.21660394E-03
   0.28330000E+05   0.35298322E+03   0.12240312E-03   0.94542351E-04   0.21694547E-03
   0.28335000E+05   0.35292093E+03   0.12263239E-03   0.94655472E-04   0.21728786E-03
   0.28340000E+05   0.35285867E+03   0.12286228E-03   0.94768840E-04   0.21763112E-03
   0.28345000E+05   0.35279642E+03   0.12309278E-03   0.94882457E-04   0.21797524E-03
   0.28350000E+05   0.35273420E+03   0.12332391E-03   0.94996323E-04   0.21832023E-03
   0.28355000E+05   0.35267200E+03   0.12355566E-03   0.95110438E-04   0.21866610E-03
   0.28360000E+05   0.35260982E+03   0.12378803E-03   0.95224805E-04   0.21901284E-03
   0.28365000E+05   0.35254767E+03   0.12402104E-03   0.95339423E-04   0.21936046E-03
   0.28370000E+05   0.35248553E+03   0.12425467E-03   0.95454293E-04   0.21970896E-03
   0.28375000E+05   0.35242342E+03   0.12448893E-03   0.95569416E-04   0.22005835E-03
   0.28380000E+05   0.35236133E+03   0.12472383E-03   0.95684793E-04   0.22040862E-03
   0.28385000E+05   0.35229926E+03   0.12495937E-03   0.95800424E-04   0.22075979E-03
   0.28390000E+05   0.35223722E+03   0.12519554E-03   0.95916311E-04   0.22111185E-03
   0.28395000E+05   0.35217519E+03   0.12543236E-03   0.96032454E-04   0.22146481E-03
   0.28400000E+05   0.35211319E+03   0.12566982E-03   0.96148854E-04   0.22181867E-03
   0.28405000E+05   0.35205121E+03   0.12590792E-03   0.96265511E-04   0.22217343E-03
   0.28410000E+05   0.35198925E+03   0.12614667E-03   0.96382427E-04   0.22252910E-03
   0.28415000E+05   0.35192731E+03   0.12638608E-03   0.96499603E-04   0.22288568E-03
   0.28420000E+05   0.35186540E+03   0.12662614E-03   0.96617038E-04   0.22324317E-03
   0.28425000E+05   0.35180350E+03   0.12686685E-03   0.96734735E-04   0.22360158E-03
   0.28430000E+05   0.35174163E+03   0.12710822E-03   0.96852693E-04   0.22396091E-03
   0.28435000E+05   0.35167978E+03   0.12735025E-03   0.96970914E-04   0.22432117E-03
   0.28440000E+05   0.35161795E+03   0.12759295E-03   0.97089398E-04   0.22468234E-03
   0.28445000E+05   0.35155615E+03   0.12783630E-03   0.97208147E-04   0.22504445E-03
   0.28450000E+05   0.35149436E+03   0.12808033E-03   0.97327160E-04   0.22540749E-03
   0.28455000E+05   0.35143260E+03   0.12832503E-03   0.97446439E-04   0.22577147E-03
   0.28460000E+05   0.35137086E+03   0.12857040E-03   0.97565985E-04   0.22613638E-03
   0.28465000E+05   0.35130914E+03   0.12881644E-03   0.97685799E-04   0.22650224E-03
   0.28470000E+05   0.35124744E+03   0.12906316E-03   0.97805881E-04   0.22686905E-03
   0.28475000E+05   0.35118576E+03   0.12931057E-03   0.97926232E-04   0.22723680E-03
   0.28480000E+05   0.35112411E+03   0.12955865E-03   0.98046853E-04   0.22760550E-03
   0.28485000E+05   0.35106247E+03   0.12980742E-03   0.98167745E-04   0.22797517E-03
   0.28490000E+05   0.35100086E+03   0.13005688E-03   0.98288909E-04   0.22834579E-03
   0.28495000E+05   0.35093927E+03   0.13030703E-03   0.98410346E-04   0.22871737E-03
   0.28500000E+05   0.35087770E+03   0.13055787E-03   0.98532056E-04   0.22908992E-03
   0.28505000E+05   0.35081616E+03   0.13080940E-03   0.98654040E-04   0.22946344E-03
   0.28510000E+05   0.35075463E+03   0.13106164E-03   0.98776299E-04   0.22983794E-03
   0.28515000E+05   0.35069313E+03   0.13131457E-03   0.98898835E-04   0.23021341E-03
   0.28520000E+05   0.35063165E+03   0.13156821E-03   0.99021647E-04   0.23058986E-03
   0.28525000E+05   0.35057019E+03   0.13182255E-03   0.99144738E-04   0.23096729E-03
