# Wavenumber/cm**-1  Wavelength/nm        FC               HT              FCHT
   0.19435000E+05   0.51453638E+03   0.13793152E-04   0.27918687E-04   0.41711839E-04
   0.19440000E+05   0.51440404E+03   0.13805818E-04   0.27931513E-04   0.41737331E-04
   0.19445000E+05   0.51427177E+03   0.13818498E-04   0.27944347E-04   0.41762845E-04
   0.19450000E+05   0.51413957E+03   0.13831191E-04   0.27957190E-04   0.41788382E-04
   0.19455000E+05   0.51400743E+03   0.13843899E-04   0.27970041E-04   0.41813940E-04
   0.19460000E+05   0.51387536E+03   0.13856620E-04   0.27982900E-04   0.41839520E-04
   0.19465000E+05   0.51374336E+03   0.13869355E-04   0.27995767E-04   0.41865122E-04
   0.19470000E+05   0.51361143E+03   0.13882104E-04   0.28008642E-04   0.41890747E-04
   0.19475000E+05   0.51347957E+03   0.13894867E-04   0.28021526E-04   0.41916393E-04
   0.19480000E+05   0.51334777E+03   0.13907644E-04   0.28034418E-04   0.41942062E-04
   0.19485000E+05   0.51321604E+03   0.13920435E-04   0.28047318E-04   0.41967753E-04
   0.19490000E+05   0.51308438E+03   0.13933239E-04   0.28060226E-04   0.41993466E-04
   0.19495000E+05   0.51295279E+03   0.13946058E-04   0.28073143E-04   0.42019201E-04
   0.19500000E+05   0.51282126E+03   0.13958891E-04   0.28086068E-04   0.42044959E-04
   0.19505000E+05   0.51268980E+03   0.13971738E-04   0.28099001E-04   0.42070739E-04
   0.19510000E+05   0.51255841E+03   0.13984599E-04   0.28111942E-04   0.42096541E-04
   0.19515000E+05   0.51242709E+03   0.13997473E-04   0.28124892E-04   0.42122365E-04
   0.19520000E+05   0.51229583E+03   0.14010362E-04   0.28137850E-04   0.42148213E-04
   0.19525000E+05   0.51216464E+03   0.14023265E-04   0.28150817E-04   0.42174082E-04
   0.19530000E+05   0.51203352E+03   0.14036183E-04   0.28163791E-04   0.42199974E-04
   0.19535000E+05   0.51190246E+03   0.14049114E-04   0.28176774E-04   0.42225888E-04
   0.19540000E+05   0.51177147E+03   0.14062059E-04   0.28189766E-04   0.42251825E-04
   0.19545000E+05   0.51164055E+03   0.14075019E-04   0.28202766E-04   0.42277785E-04
   0.19550000E+05   0.51150970E+03   0.14087993E-04   0.28215774E-04   0.42303767E-04
   0.19555000E+05   0.51137891E+03   0.14100981E-04   0.28228791E-04   0.42329772E-04
   0.19560000E+05   0.51124819E+03   0.14113983E-04   0.28241816E-04   0.42355799E-04
   0.19565000E+05   0.51111754E+03   0.14127000E-04   0.28254849E-04   0.42381849E-04
   0.19570000E+05   0.51098695E+03   0.14140031E-04   0.28267891E-04   0.42407922E-04
   0.19575000E+05   0.51085643E+03   0.14153076E-04   0.28280941E-04   0.42434017E-04
   0.19580000E+05   0.51072597E+03   0.14166135E-04   0.28294000E-04   0.42460135E-04
   0.19585000E+05   0.51059559E+03   0.14179209E-04   0.28307067E-04   0.42486277E-04
   0.19590000E+05   0.51046527E+03   0.14192298E-04   0.28320143E-04   0.42512440E-04
   0.19595000E+05   0.51033501E+03   0.14205400E-04   0.28333227E-04   0.42538627E-04
   0.19600000E+05   0.51020483E+03   0.14218517E-04   0.28346320E-04   0.42564837E-04
   0.19605000E+05   0.51007470E+03   0.14231649E-04   0.28359421E-04   0.42591069E-04
   0.19610000E+05   0.50994465E+03   0.14244794E-04   0.28372531E-04   0.42617325E-04
   0.19615000E+05   0.50981466E+03   0.14257955E-04   0.28385649E-04   0.42643604E-04
   0.19620000E+05   0.50968474E+03   0.14271129E-04   0.28398776E-04   0.42669905E-04
   0.19625000E+05   0.50955488E+03   0.14284319E-04   0.28411911E-04   0.42696230E-04
   0.19630000E+05   0.50942509E+03   0.14297523E-04   0.28425055E-04   0.42722577E-04
   0.19635000E+05   0.50929537E+03   0.14310741E-04   0.28438207E-04   0.42748948E-04
   0.19640000E+05   0.50916571E+03   0.14323974E-04   0.28451368E-04   0.42775342E-04
   0.19645000E+05   0.50903612E+03   0.14337221E-04   0.28464538E-04   0.42801759E-04
   0.19650000E+05   0.50890659E+03   0.14350484E-04   0.28477716E-04   0.42828200E-04
   0.19655000E+05   0.50877713E+03   0.14363760E-04   0.28490903E-04   0.42854663E-04
   0.19660000E+05   0.50864774E+03   0.14377052E-04   0.28504098E-04   0.42881150E-04
   0.19665000E+05   0.50851841E+03   0.14390358E-04   0.28517303E-04   0.42907660E-04
   0.19670000E+05   0.50838915E+03   0.14403679E-04   0.28530515E-04   0.42934194E-04
   0.19675000E+05   0.50825995E+03   0.14417014E-04   0.28543737E-04   0.42960751E-04
   0.19680000E+05   0.50813082E+03   0.14430364E-04   0.28556967E-04   0.42987331E-04
   0.19685000E+05   0.50800176E+03   0.14443729E-04   0.28570206E-04   0.43013935E-04
   0.19690000E+05   0.50787276E+03   0.14457109E-04   0.28583453E-04   0.43040562E-04
   0.19695000E+05   0.50774382E+03   0.14470504E-04   0.28596709E-04   0.43067213E-04
   0.19700000E+05   0.50761495E+03   0.14483913E-04   0.28609974E-04   0.43093887E-04
   0.19705000E+05   0.50748615E+03   0.14497337E-04   0.28623248E-04   0.43120585E-04
   0.19710000E+05   0.50735741E+03   0.14510776E-04   0.28636530E-04   0.43147307E-04
   0.19715000E+05   0.50722874E+03   0.14524230E-04   0.28649822E-04   0.43174052E-04
   0.19720000E+05   0.50710013E+03   0.14537699E-04   0.28663122E-04   0.43200820E-04
   0.19725000E+05   0.50697159E+03   0.14551183E-04   0.28676430E-04   0.43227613E-04
   0.19730000E+05   0.50684311E+03   0.14564681E-04   0.28689748E-04   0.43254429E-04
   0.19735000E+05   0.50671470E+03   0.14578195E-04   0.28703074E-04   0.43281269E-04
   0.19740000E+05   0.50658635E+03   0.14591724E-04   0.28716409E-04   0.43308133E-04
   0.19745000E+05   0.50645807E+03   0.14605267E-04   0.28729753E-04   0.43335020E-04
   0.19750000E+05   0.50632985E+03   0.14618826E-04   0.28743106E-04   0.43361932E-04
   0.19755000E+05   0.50620170E+03   0.14632400E-04   0.28756468E-04   0.43388867E-04
   0.19760000E+05   0.50607361E+03   0.14645988E-04   0.28769838E-04   0.43415826E-04
   0.19765000E+05   0.50594559E+03   0.14659592E-04   0.28783217E-04   0.43442810E-04
   0.19770000E+05   0.50581763E+03   0.14673211E-04   0.28796606E-04   0.43469817E-04
   0.19775000E+05   0.50568974E+03   0.14686845E-04   0.28810003E-04   0.43496848E-04
   0.19780000E+05   0.50556191E+03   0.14700495E-04   0.28823409E-04   0.43523903E-04
   0.19785000E+05   0.50543415E+03   0.14714159E-04   0.28836824E-04   0.43550983E-04
   0.19790000E+05   0.50530645E+03   0.14727839E-04   0.28850248E-04   0.43578086E-04
   0.19795000E+05   0.50517881E+03   0.14741533E-04   0.28863681E-04   0.43605214E-04
   0.19800000E+05   0.50505124E+03   0.14755244E-04   0.28877122E-04   0.43632366E-04
   0.19805000E+05   0.50492374E+03   0.14768969E-04   0.28890573E-04   0.43659542E-04
   0.19810000E+05   0.50479629E+03   0.14782710E-04   0.28904033E-04   0.43686743E-04
   0.19815000E+05   0.50466892E+03   0.14796466E-04   0.28917502E-04   0.43713967E-04
   0.19820000E+05   0.50454160E+03   0.14810237E-04   0.28930980E-04   0.43741216E-04
   0.19825000E+05   0.50441435E+03   0.14824023E-04   0.28944466E-04   0.43768490E-04
   0.19830000E+05   0.50428717E+03   0.14837825E-04   0.28957962E-04   0.43795788E-04
   0.19835000E+05   0.50416005E+03   0.14851643E-04   0.28971467E-04   0.43823110E-04
   0.19840000E+05   0.50403299E+03   0.14865476E-04   0.28984981E-04   0.43850456E-04
   0.19845000E+05   0.50390600E+03   0.14879324E-04   0.28998504E-04   0.43877828E-04
   0.19850000E+05   0.50377907E+03   0.14893188E-04   0.29012036E-04   0.43905223E-04
   0.19855000E+05   0.50365221E+03   0.14907067E-04   0.29025577E-04   0.43932644E-04
   0.19860000E+05   0.50352541E+03   0.14920962E-04   0.29039127E-04   0.43960089E-04
   0.19865000E+05   0.50339867E+03   0.14934872E-04   0.29052686E-04   0.43987558E-04
   0.19870000E+05   0.50327200E+03   0.14948798E-04   0.29066255E-04   0.44015052E-04
   0.19875000E+05   0.50314539E+03   0.14962739E-04   0.29079832E-04   0.44042571E-04
   0.19880000E+05   0.50301884E+03   0.14976696E-04   0.29093419E-04   0.44070115E-04
   0.19885000E+05   0.50289236E+03   0.14990668E-04   0.29107015E-04   0.44097684E-04
   0.19890000E+05   0.50276594E+03   0.15004657E-04   0.29120620E-04   0.44125277E-04
   0.19895000E+05   0.50263959E+03   0.15018660E-04   0.29134234E-04   0.44152895E-04
   0.19900000E+05   0.50251330E+03   0.15032680E-04   0.29147858E-04   0.44180538E-04
   0.19905000E+05   0.50238707E+03   0.15046715E-04   0.29161491E-04   0.44208206E-04
   0.19910000E+05   0.50226090E+03   0.15060766E-04   0.29175132E-04   0.44235899E-04
   0.19915000E+05   0.50213480E+03   0.15074833E-04   0.29188784E-04   0.44263617E-04
   0.19920000E+05   0.50200876E+03   0.15088916E-04   0.29202444E-04   0.44291359E-04
   0.19925000E+05   0.50188279E+03   0.15103014E-04   0.29216114E-04   0.44319127E-04
   0.19930000E+05   0.50175688E+03   0.15117128E-04   0.29229792E-04   0.44346920E-04
   0.19935000E+05   0.50163103E+03   0.15131258E-04   0.29243481E-04   0.44374739E-04
   0.19940000E+05   0.50150524E+03   0.15145404E-04   0.29257178E-04   0.44402582E-04
   0.19945000E+05   0.50137952E+03   0.15159565E-04   0.29270885E-04   0.44430450E-04
   0.19950000E+05   0.50125386E+03   0.15173743E-04   0.29284601E-04   0.44458344E-04
   0.19955000E+05   0.50112827E+03   0.15187937E-04   0.29298327E-04   0.44486263E-04
   0.19960000E+05   0.50100273E+03   0.15202146E-04   0.29312061E-04   0.44514207E-04
   0.19965000E+05   0.50087726E+03   0.15216372E-04   0.29325805E-04   0.44542177E-04
   0.19970000E+05   0.50075186E+03   0.15230613E-04   0.29339559E-04   0.44570172E-04
   0.19975000E+05   0.50062651E+03   0.15244871E-04   0.29353322E-04   0.44598193E-04
   0.19980000E+05   0.50050123E+03   0.15259144E-04   0.29367094E-04   0.44626238E-04
   0.19985000E+05   0.50037601E+03   0.15273434E-04   0.29380876E-04   0.44654310E-04
   0.19990000E+05   0.50025085E+03   0.15287740E-04   0.29394667E-04   0.44682407E-04
   0.19995000E+05   0.50012576E+03   0.15302061E-04   0.29408468E-04   0.44710529E-04
   0.20000000E+05   0.50000073E+03   0.15316399E-04   0.29422278E-04   0.44738677E-04
   0.20005000E+05   0.49987576E+03   0.15330754E-04   0.29436097E-04   0.44766851E-04
   0.20010000E+05   0.49975085E+03   0.15345124E-04   0.29449926E-04   0.44795050E-04
   0.20015000E+05   0.49962601E+03   0.15359511E-04   0.29463765E-04   0.44823275E-04
   0.20020000E+05   0.49950123E+03   0.15373913E-04   0.29477613E-04   0.44851526E-04
   0.20025000E+05   0.49937651E+03   0.15388332E-04   0.29491470E-04   0.44879802E-04
   0.20030000E+05   0.49925185E+03   0.15402768E-04   0.29505337E-04   0.44908105E-04
   0.20035000E+05   0.49912726E+03   0.15417219E-04   0.29519214E-04   0.44936433E-04
   0.20040000E+05   0.49900272E+03   0.15431687E-04   0.29533100E-04   0.44964787E-04
   0.20045000E+05   0.49887825E+03   0.15446172E-04   0.29546995E-04   0.44993167E-04
   0.20050000E+05   0.49875384E+03   0.15460672E-04   0.29560900E-04   0.45021573E-04
   0.20055000E+05   0.49862950E+03   0.15475190E-04   0.29574815E-04   0.45050005E-04
   0.20060000E+05   0.49850521E+03   0.15489723E-04   0.29588740E-04   0.45078463E-04
   0.20065000E+05   0.49838099E+03   0.15504273E-04   0.29602674E-04   0.45106947E-04
   0.20070000E+05   0.49825683E+03   0.15518839E-04   0.29616617E-04   0.45135457E-04
   0.20075000E+05   0.49813273E+03   0.15533422E-04   0.29630571E-04   0.45163993E-04
   0.20080000E+05   0.49800869E+03   0.15548022E-04   0.29644534E-04   0.45192555E-04
   0.20085000E+05   0.49788472E+03   0.15562638E-04   0.29658506E-04   0.45221144E-04
   0.20090000E+05   0.49776081E+03   0.15577270E-04   0.29672488E-04   0.45249759E-04
   0.20095000E+05   0.49763695E+03   0.15591920E-04   0.29686480E-04   0.45278400E-04
   0.20100000E+05   0.49751316E+03   0.15606585E-04   0.29700482E-04   0.45307068E-04
   0.20105000E+05   0.49738943E+03   0.15621268E-04   0.29714494E-04   0.45335761E-04
   0.20110000E+05   0.49726577E+03   0.15635967E-04   0.29728515E-04   0.45364482E-04
   0.20115000E+05   0.49714216E+03   0.15650683E-04   0.29742546E-04   0.45393228E-04
   0.20120000E+05   0.49701862E+03   0.15665415E-04   0.29756586E-04   0.45422001E-04
   0.20125000E+05   0.49689513E+03   0.15680164E-04   0.29770637E-04   0.45450801E-04
   0.20130000E+05   0.49677171E+03   0.15694930E-04   0.29784697E-04   0.45479627E-04
   0.20135000E+05   0.49664835E+03   0.15709713E-04   0.29798767E-04   0.45508480E-04
   0.20140000E+05   0.49652505E+03   0.15724513E-04   0.29812847E-04   0.45537360E-04
   0.20145000E+05   0.49640182E+03   0.15739329E-04   0.29826936E-04   0.45566266E-04
   0.20150000E+05   0.49627864E+03   0.15754163E-04   0.29841036E-04   0.45595198E-04
   0.20155000E+05   0.49615552E+03   0.15769013E-04   0.29855145E-04   0.45624158E-04
   0.20160000E+05   0.49603247E+03   0.15783880E-04   0.29869264E-04   0.45653144E-04
   0.20165000E+05   0.49590948E+03   0.15798764E-04   0.29883394E-04   0.45682157E-04
   0.20170000E+05   0.49578654E+03   0.15813665E-04   0.29897533E-04   0.45711197E-04
   0.20175000E+05   0.49566367E+03   0.15828583E-04   0.29911681E-04   0.45740264E-04
   0.20180000E+05   0.49554086E+03   0.15843518E-04   0.29925840E-04   0.45769358E-04
   0.20185000E+05   0.49541811E+03   0.15858470E-04   0.29940009E-04   0.45798479E-04
   0.20190000E+05   0.49529542E+03   0.15873439E-04   0.29954188E-04   0.45827626E-04
   0.20195000E+05   0.49517279E+03   0.15888425E-04   0.29968376E-04   0.45856801E-04
   0.20200000E+05   0.49505023E+03   0.15903428E-04   0.29982575E-04   0.45886003E-04
   0.20205000E+05   0.49492772E+03   0.15918449E-04   0.29996784E-04   0.45915232E-04
   0.20210000E+05   0.49480527E+03   0.15933486E-04   0.30011002E-04   0.45944488E-04
   0.20215000E+05   0.49468289E+03   0.15948541E-04   0.30025231E-04   0.45973772E-04
   0.20220000E+05   0.49456056E+03   0.15963613E-04   0.30039469E-04   0.46003082E-04
   0.20225000E+05   0.49443830E+03   0.15978702E-04   0.30053718E-04   0.46032420E-04
   0.20230000E+05   0.49431609E+03   0.15993808E-04   0.30067977E-04   0.46061785E-04
   0.20235000E+05   0.49419395E+03   0.16008932E-04   0.30082246E-04   0.46091178E-04
   0.20240000E+05   0.49407187E+03   0.16024073E-04   0.30096525E-04   0.46120598E-04
   0.20245000E+05   0.49394984E+03   0.16039231E-04   0.30110814E-04   0.46150045E-04
   0.20250000E+05   0.49382788E+03   0.16054407E-04   0.30125113E-04   0.46179520E-04
   0.20255000E+05   0.49370598E+03   0.16069600E-04   0.30139422E-04   0.46209022E-04
   0.20260000E+05   0.49358413E+03   0.16084811E-04   0.30153741E-04   0.46238552E-04
   0.20265000E+05   0.49346235E+03   0.16100039E-04   0.30168071E-04   0.46268110E-04
   0.20270000E+05   0.49334063E+03   0.16115284E-04   0.30182411E-04   0.46297695E-04
   0.20275000E+05   0.49321897E+03   0.16130547E-04   0.30196761E-04   0.46327308E-04
   0.20280000E+05   0.49309737E+03   0.16145827E-04   0.30211121E-04   0.46356948E-04
   0.20285000E+05   0.49297582E+03   0.16161125E-04   0.30225491E-04   0.46386616E-04
   0.20290000E+05   0.49285434E+03   0.16176441E-04   0.30239872E-04   0.46416312E-04
   0.20295000E+05   0.49273292E+03   0.16191774E-04   0.30254262E-04   0.46446036E-04
   0.20300000E+05   0.49261156E+03   0.16207125E-04   0.30268663E-04   0.46475788E-04
   0.20305000E+05   0.49249025E+03   0.16222493E-04   0.30283075E-04   0.46505568E-04
   0.20310000E+05   0.49236901E+03   0.16237879E-04   0.30297496E-04   0.46535375E-04
   0.20315000E+05   0.49224783E+03   0.16253283E-04   0.30311928E-04   0.46565211E-04
   0.20320000E+05   0.49212670E+03   0.16268704E-04   0.30326370E-04   0.46595074E-04
   0.20325000E+05   0.49200564E+03   0.16284144E-04   0.30340823E-04   0.46624966E-04
   0.20330000E+05   0.49188463E+03   0.16299601E-04   0.30355285E-04   0.46654886E-04
   0.20335000E+05   0.49176369E+03   0.16315075E-04   0.30369759E-04   0.46684834E-04
   0.20340000E+05   0.49164280E+03   0.16330568E-04   0.30384242E-04   0.46714810E-04
   0.20345000E+05   0.49152197E+03   0.16346078E-04   0.30398736E-04   0.46744814E-04
   0.20350000E+05   0.49140121E+03   0.16361607E-04   0.30413240E-04   0.46774847E-04
   0.20355000E+05   0.49128050E+03   0.16377153E-04   0.30427755E-04   0.46804908E-04
   0.20360000E+05   0.49115985E+03   0.16392717E-04   0.30442280E-04   0.46834997E-04
   0.20365000E+05   0.49103926E+03   0.16408299E-04   0.30456816E-04   0.46865115E-04
   0.20370000E+05   0.49091873E+03   0.16423900E-04   0.30471362E-04   0.46895261E-04
   0.20375000E+05   0.49079826E+03   0.16439518E-04   0.30485918E-04   0.46925436E-04
   0.20380000E+05   0.49067785E+03   0.16455154E-04   0.30500485E-04   0.46955639E-04
   0.20385000E+05   0.49055750E+03   0.16470808E-04   0.30515063E-04   0.46985871E-04
   0.20390000E+05   0.49043720E+03   0.16486481E-04   0.30529651E-04   0.47016131E-04
   0.20395000E+05   0.49031697E+03   0.16502171E-04   0.30544249E-04   0.47046420E-04
   0.20400000E+05   0.49019679E+03   0.16517880E-04   0.30558858E-04   0.47076738E-04
   0.20405000E+05   0.49007668E+03   0.16533606E-04   0.30573478E-04   0.47107084E-04
   0.20410000E+05   0.48995662E+03   0.16549351E-04   0.30588108E-04   0.47137459E-04
   0.20415000E+05   0.48983662E+03   0.16565115E-04   0.30602749E-04   0.47167863E-04
   0.20420000E+05   0.48971668E+03   0.16580896E-04   0.30617400E-04   0.47198296E-04
   0.20425000E+05   0.48959680E+03   0.16596696E-04   0.30632062E-04   0.47228758E-04
   0.20430000E+05   0.48947697E+03   0.16612514E-04   0.30646734E-04   0.47259248E-04
   0.20435000E+05   0.48935721E+03   0.16628350E-04   0.30661418E-04   0.47289768E-04
   0.20440000E+05   0.48923750E+03   0.16644205E-04   0.30676111E-04   0.47320317E-04
   0.20445000E+05   0.48911786E+03   0.16660078E-04   0.30690816E-04   0.47350894E-04
   0.20450000E+05   0.48899827E+03   0.16675970E-04   0.30705531E-04   0.47381501E-04
   0.20455000E+05   0.48887874E+03   0.16691880E-04   0.30720257E-04   0.47412137E-04
   0.20460000E+05   0.48875927E+03   0.16707809E-04   0.30734994E-04   0.47442802E-04
   0.20465000E+05   0.48863985E+03   0.16723756E-04   0.30749741E-04   0.47473497E-04
   0.20470000E+05   0.48852050E+03   0.16739721E-04   0.30764499E-04   0.47504220E-04
   0.20475000E+05   0.48840120E+03   0.16755705E-04   0.30779268E-04   0.47534973E-04
   0.20480000E+05   0.48828196E+03   0.16771708E-04   0.30794048E-04   0.47565755E-04
   0.20485000E+05   0.48816278E+03   0.16787729E-04   0.30808838E-04   0.47596567E-04
   0.20490000E+05   0.48804366E+03   0.16803769E-04   0.30823639E-04   0.47627408E-04
   0.20495000E+05   0.48792459E+03   0.16819828E-04   0.30838451E-04   0.47658279E-04
   0.20500000E+05   0.48780559E+03   0.16835905E-04   0.30853274E-04   0.47689179E-04
   0.20505000E+05   0.48768664E+03   0.16852001E-04   0.30868108E-04   0.47720109E-04
   0.20510000E+05   0.48756775E+03   0.16868116E-04   0.30882952E-04   0.47751068E-04
   0.20515000E+05   0.48744892E+03   0.16884249E-04   0.30897808E-04   0.47782057E-04
   0.20520000E+05   0.48733014E+03   0.16900402E-04   0.30912674E-04   0.47813076E-04
   0.20525000E+05   0.48721143E+03   0.16916573E-04   0.30927551E-04   0.47844124E-04
   0.20530000E+05   0.48709277E+03   0.16932763E-04   0.30942440E-04   0.47875203E-04
   0.20535000E+05   0.48697417E+03   0.16948972E-04   0.30957339E-04   0.47906311E-04
   0.20540000E+05   0.48685563E+03   0.16965200E-04   0.30972249E-04   0.47937449E-04
   0.20545000E+05   0.48673714E+03   0.16981447E-04   0.30987170E-04   0.47968617E-04
   0.20550000E+05   0.48661871E+03   0.16997713E-04   0.31002102E-04   0.47999814E-04
   0.20555000E+05   0.48650034E+03   0.17013997E-04   0.31017045E-04   0.48031042E-04
   0.20560000E+05   0.48638203E+03   0.17030301E-04   0.31031999E-04   0.48062300E-04
   0.20565000E+05   0.48626378E+03   0.17046624E-04   0.31046964E-04   0.48093588E-04
   0.20570000E+05   0.48614558E+03   0.17062966E-04   0.31061940E-04   0.48124906E-04
   0.20575000E+05   0.48602744E+03   0.17079327E-04   0.31076927E-04   0.48156255E-04
   0.20580000E+05   0.48590936E+03   0.17095708E-04   0.31091926E-04   0.48187633E-04
   0.20585000E+05   0.48579133E+03   0.17112107E-04   0.31106935E-04   0.48219042E-04
   0.20590000E+05   0.48567336E+03   0.17128526E-04   0.31121956E-04   0.48250481E-04
   0.20595000E+05   0.48555545E+03   0.17144964E-04   0.31136987E-04   0.48281951E-04
   0.20600000E+05   0.48543760E+03   0.17161421E-04   0.31152030E-04   0.48313451E-04
   0.20605000E+05   0.48531980E+03   0.17177897E-04   0.31167084E-04   0.48344981E-04
   0.20610000E+05   0.48520207E+03   0.17194393E-04   0.31182149E-04   0.48376542E-04
   0.20615000E+05   0.48508438E+03   0.17210908E-04   0.31197225E-04   0.48408133E-04
   0.20620000E+05   0.48496676E+03   0.17227443E-04   0.31212313E-04   0.48439755E-04
   0.20625000E+05   0.48484919E+03   0.17243997E-04   0.31227411E-04   0.48471408E-04
   0.20630000E+05   0.48473168E+03   0.17260570E-04   0.31242521E-04   0.48503091E-04
   0.20635000E+05   0.48461423E+03   0.17277163E-04   0.31257642E-04   0.48534805E-04
   0.20640000E+05   0.48449683E+03   0.17293775E-04   0.31272775E-04   0.48566550E-04
   0.20645000E+05   0.48437949E+03   0.17310407E-04   0.31287919E-04   0.48598326E-04
   0.20650000E+05   0.48426221E+03   0.17327059E-04   0.31303074E-04   0.48630132E-04
   0.20655000E+05   0.48414498E+03   0.17343730E-04   0.31318240E-04   0.48661970E-04
   0.20660000E+05   0.48402781E+03   0.17360420E-04   0.31333418E-04   0.48693838E-04
   0.20665000E+05   0.48391070E+03   0.17377131E-04   0.31348607E-04   0.48725737E-04
   0.20670000E+05   0.48379364E+03   0.17393861E-04   0.31363807E-04   0.48757667E-04
   0.20675000E+05   0.48367664E+03   0.17410610E-04   0.31379019E-04   0.48789629E-04
   0.20680000E+05   0.48355970E+03   0.17427380E-04   0.31394242E-04   0.48821621E-04
   0.20685000E+05   0.48344281E+03   0.17444169E-04   0.31409476E-04   0.48853645E-04
   0.20690000E+05   0.48332598E+03   0.17460978E-04   0.31424722E-04   0.48885700E-04
   0.20695000E+05   0.48320921E+03   0.17477807E-04   0.31439980E-04   0.48917786E-04
   0.20700000E+05   0.48309249E+03   0.17494655E-04   0.31455249E-04   0.48949904E-04
   0.20705000E+05   0.48297583E+03   0.17511524E-04   0.31470529E-04   0.48982053E-04
   0.20710000E+05   0.48285923E+03   0.17528412E-04   0.31485821E-04   0.49014233E-04
   0.20715000E+05   0.48274268E+03   0.17545321E-04   0.31501124E-04   0.49046445E-04
   0.20720000E+05   0.48262619E+03   0.17562249E-04   0.31516439E-04   0.49078688E-04
   0.20725000E+05   0.48250975E+03   0.17579197E-04   0.31531765E-04   0.49110963E-04
   0.20730000E+05   0.48239337E+03   0.17596166E-04   0.31547103E-04   0.49143269E-04
   0.20735000E+05   0.48227705E+03   0.17613154E-04   0.31562453E-04   0.49175607E-04
   0.20740000E+05   0.48216078E+03   0.17630163E-04   0.31577814E-04   0.49207977E-04
   0.20745000E+05   0.48204457E+03   0.17647192E-04   0.31593187E-04   0.49240379E-04
   0.20750000E+05   0.48192841E+03   0.17664241E-04   0.31608571E-04   0.49272812E-04
   0.20755000E+05   0.48181231E+03   0.17681310E-04   0.31623967E-04   0.49305277E-04
   0.20760000E+05   0.48169627E+03   0.17698399E-04   0.31639375E-04   0.49337774E-04
   0.20765000E+05   0.48158028E+03   0.17715509E-04   0.31654794E-04   0.49370303E-04
   0.20770000E+05   0.48146435E+03   0.17732639E-04   0.31670225E-04   0.49402864E-04
   0.20775000E+05   0.48134848E+03   0.17749789E-04   0.31685668E-04   0.49435456E-04
   0.20780000E+05   0.48123266E+03   0.17766959E-04   0.31701122E-04   0.49468081E-04
   0.20785000E+05   0.48111689E+03   0.17784150E-04   0.31716588E-04   0.49500738E-04
   0.20790000E+05   0.48100118E+03   0.17801361E-04   0.31732066E-04   0.49533428E-04
   0.20795000E+05   0.48088553E+03   0.17818593E-04   0.31747556E-04   0.49566149E-04
   0.20800000E+05   0.48076993E+03   0.17835845E-04   0.31763057E-04   0.49598903E-04
   0.20805000E+05   0.48065439E+03   0.17853118E-04   0.31778571E-04   0.49631689E-04
   0.20810000E+05   0.48053890E+03   0.17870411E-04   0.31794096E-04   0.49664507E-04
   0.20815000E+05   0.48042347E+03   0.17887725E-04   0.31809633E-04   0.49697358E-04
   0.20820000E+05   0.48030810E+03   0.17905060E-04   0.31825181E-04   0.49730241E-04
   0.20825000E+05   0.48019278E+03   0.17922415E-04   0.31840742E-04   0.49763157E-04
   0.20830000E+05   0.48007751E+03   0.17939790E-04   0.31856315E-04   0.49796105E-04
   0.20835000E+05   0.47996230E+03   0.17957187E-04   0.31871899E-04   0.49829086E-04
   0.20840000E+05   0.47984715E+03   0.17974604E-04   0.31887495E-04   0.49862099E-04
   0.20845000E+05   0.47973205E+03   0.17992042E-04   0.31903104E-04   0.49895145E-04
   0.20850000E+05   0.47961701E+03   0.18009500E-04   0.31918724E-04   0.49928224E-04
   0.20855000E+05   0.47950202E+03   0.18026980E-04   0.31934356E-04   0.49961336E-04
   0.20860000E+05   0.47938708E+03   0.18044480E-04   0.31950000E-04   0.49994480E-04
   0.20865000E+05   0.47927221E+03   0.18062001E-04   0.31965657E-04   0.50027658E-04
   0.20870000E+05   0.47915738E+03   0.18079543E-04   0.31981325E-04   0.50060868E-04
   0.20875000E+05   0.47904261E+03   0.18097106E-04   0.31997005E-04   0.50094112E-04
   0.20880000E+05   0.47892790E+03   0.18114690E-04   0.32012698E-04   0.50127388E-04
   0.20885000E+05   0.47881324E+03   0.18132296E-04   0.32028402E-04   0.50160697E-04
   0.20890000E+05   0.47869864E+03   0.18149922E-04   0.32044118E-04   0.50194040E-04
   0.20895000E+05   0.47858409E+03   0.18167569E-04   0.32059847E-04   0.50227416E-04
   0.20900000E+05   0.47846960E+03   0.18185237E-04   0.32075588E-04   0.50260825E-04
   0.20905000E+05   0.47835516E+03   0.18202927E-04   0.32091341E-04   0.50294267E-04
   0.20910000E+05   0.47824077E+03   0.18220637E-04   0.32107106E-04   0.50327743E-04
   0.20915000E+05   0.47812644E+03   0.18238369E-04   0.32122883E-04   0.50361252E-04
   0.20920000E+05   0.47801217E+03   0.18256122E-04   0.32138672E-04   0.50394794E-04
   0.20925000E+05   0.47789795E+03   0.18273896E-04   0.32154474E-04   0.50428370E-04
   0.20930000E+05   0.47778378E+03   0.18291692E-04   0.32170288E-04   0.50461980E-04
   0.20935000E+05   0.47766967E+03   0.18309509E-04   0.32186114E-04   0.50495623E-04
   0.20940000E+05   0.47755561E+03   0.18327347E-04   0.32201953E-04   0.50529300E-04
   0.20945000E+05   0.47744161E+03   0.18345207E-04   0.32217803E-04   0.50563010E-04
